latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.493847,-0.1630249,1.0,3600,Europe/London,GMT+1

time,temperature_2m (°C),precipitation (mm),rain (mm),snowfall (cm),wind_speed_10m (km/h),wind_gusts_10m (km/h),cloud_cover (%)
2025-04-14T21:00,13.0,0.00,0.00,0.00,6.5,18.7,99
2025-04-14T22:00,12.7,0.00,0.00,0.00,6.7,15.1,100
2025-04-14T23:00,12.5,0.00,0.00,0.00,5.6,14.4,100
2025-04-15T00:00,11.8,0.60,0.60,0.00,5.4,13.7,100
2025-04-15T01:00,11.4,0.80,0.80,0.00,6.3,13.0,100
2025-04-15T02:00,11.2,0.50,0.50,0.00,4.9,15.1,100
2025-04-15T03:00,10.7,1.30,1.30,0.00,5.7,10.8,100
2025-04-15T04:00,10.4,1.90,1.90,0.00,7.6,15.5,100
2025-04-15T05:00,10.3,1.40,1.40,0.00,8.4,16.9,100
2025-04-15T06:00,10.1,0.70,0.70,0.00,7.2,17.3,100
2025-04-15T07:00,10.0,0.80,0.80,0.00,6.4,14.4,100
2025-04-15T08:00,10.3,0.20,0.20,0.00,5.5,12.6,100
2025-04-15T09:00,11.2,0.10,0.10,0.00,5.9,17.3,100
2025-04-15T10:00,12.4,0.00,0.00,0.00,6.2,19.4,100
2025-04-15T11:00,13.5,0.00,0.00,0.00,3.9,18.4,100
2025-04-15T12:00,14.6,0.00,0.00,0.00,4.2,15.5,100
2025-04-15T13:00,15.5,0.10,0.10,0.00,5.3,17.3,69
2025-04-15T14:00,15.2,0.20,0.20,0.00,5.0,17.3,100
2025-04-15T15:00,15.8,0.00,0.00,0.00,3.9,21.6,99
2025-04-15T16:00,17.6,0.40,0.40,0.00,9.6,31.7,100
2025-04-15T17:00,15.0,0.30,0.30,0.00,12.8,38.2,100
2025-04-15T18:00,15.2,0.30,0.30,0.00,13.6,32.8,95
2025-04-15T19:00,15.1,0.20,0.20,0.00,9.3,31.7,100
2025-04-15T20:00,14.2,0.00,0.00,0.00,13.6,29.5,100
2025-04-15T21:00,13.2,0.00,0.00,0.00,15.0,35.6,73
2025-04-15T22:00,11.7,0.00,0.00,0.00,16.6,37.1,100
2025-04-15T23:00,10.6,0.00,0.00,0.00,17.9,43.6,100
2025-04-16T00:00,9.8,0.00,0.00,0.00,19.8,46.8,100
2025-04-16T01:00,9.6,0.00,0.00,0.00,20.3,47.2,100
2025-04-16T02:00,9.2,0.00,0.00,0.00,18.3,44.3,99
2025-04-16T03:00,9.2,0.00,0.00,0.00,22.4,53.6,100
2025-04-16T04:00,9.1,0.00,0.00,0.00,19.3,54.7,90
2025-04-16T05:00,9.0,0.00,0.00,0.00,22.4,51.5,95
2025-04-16T06:00,8.7,0.00,0.00,0.00,22.9,53.3,62
2025-04-16T07:00,8.6,0.00,0.00,0.00,21.4,52.9,26
2025-04-16T08:00,9.3,0.00,0.00,0.00,20.3,49.7,58
2025-04-16T09:00,10.3,0.00,0.00,0.00,22.8,59.0,22
2025-04-16T10:00,11.7,0.00,0.00,0.00,25.1,59.8,48
2025-04-16T11:00,12.5,0.00,0.00,0.00,22.7,59.0,18
2025-04-16T12:00,13.0,0.10,0.10,0.00,22.6,58.7,15
2025-04-16T13:00,14.0,0.10,0.10,0.00,22.0,57.6,9
2025-04-16T14:00,14.9,0.00,0.00,0.00,22.5,57.2,9
2025-04-16T15:00,15.0,0.00,0.00,0.00,22.6,57.2,12
2025-04-16T16:00,14.4,0.00,0.00,0.00,22.3,57.6,0
2025-04-16T17:00,13.8,0.00,0.00,0.00,20.9,55.8,2
2025-04-16T18:00,13.1,0.00,0.00,0.00,19.1,50.4,5
2025-04-16T19:00,12.3,0.00,0.00,0.00,16.7,45.7,5
2025-04-16T20:00,11.5,0.00,0.00,0.00,12.8,38.5,2
2025-04-16T21:00,10.7,0.00,0.00,0.00,11.8,28.8,1
2025-04-16T22:00,9.9,0.00,0.00,0.00,10.3,25.9,1
2025-04-16T23:00,9.1,0.00,0.00,0.00,9.1,22.0,0
2025-04-17T00:00,8.6,0.00,0.00,0.00,7.9,18.7,0
2025-04-17T01:00,8.2,0.00,0.00,0.00,6.7,15.1,1
2025-04-17T02:00,7.7,0.00,0.00,0.00,4.3,10.1,80
2025-04-17T03:00,7.4,0.00,0.00,0.00,4.0,7.9,40
2025-04-17T04:00,6.9,0.00,0.00,0.00,3.9,7.6,0
2025-04-17T05:00,6.2,0.00,0.00,0.00,2.4,7.9,0
2025-04-17T06:00,5.9,0.00,0.00,0.00,1.2,4.0,0
2025-04-17T07:00,6.2,0.00,0.00,0.00,3.4,5.8,0
2025-04-17T08:00,7.6,0.00,0.00,0.00,2.6,9.0,0
2025-04-17T09:00,9.7,0.00,0.00,0.00,2.5,10.8,0
2025-04-17T10:00,11.8,0.00,0.00,0.00,3.2,14.0,0
2025-04-17T11:00,13.6,0.00,0.00,0.00,2.7,15.1,2
2025-04-17T12:00,14.9,0.00,0.00,0.00,3.1,15.1,25
2025-04-17T13:00,15.9,0.00,0.00,0.00,5.7,19.4,48
2025-04-17T14:00,17.1,0.00,0.00,0.00,6.6,22.3,61
2025-04-17T15:00,17.5,0.00,0.00,0.00,8.0,25.2,60
2025-04-17T16:00,17.3,0.00,0.00,0.00,8.6,25.2,100
2025-04-17T17:00,16.9,0.00,0.00,0.00,9.4,26.3,100
2025-04-17T18:00,16.5,0.00,0.00,0.00,10.2,26.6,61
2025-04-17T19:00,15.8,0.00,0.00,0.00,12.2,29.9,19
2025-04-17T20:00,14.6,0.00,0.00,0.00,10.7,30.2,4
2025-04-17T21:00,13.3,0.00,0.00,0.00,8.5,25.6,0
2025-04-17T22:00,12.2,0.00,0.00,0.00,8.2,18.4,8
2025-04-17T23:00,11.3,0.00,0.00,0.00,8.0,17.6,32
2025-04-18T00:00,10.6,0.00,0.00,0.00,7.6,16.6,80
2025-04-18T01:00,10.2,0.00,0.00,0.00,7.1,14.8,48
2025-04-18T02:00,9.9,0.00,0.00,0.00,7.6,14.8,100
2025-04-18T03:00,9.8,0.00,0.00,0.00,8.0,16.2,99
2025-04-18T04:00,9.6,0.00,0.00,0.00,8.0,16.6,39
2025-04-18T05:00,9.2,0.00,0.00,0.00,8.5,16.9,54
2025-04-18T06:00,9.2,0.00,0.00,0.00,9.1,18.4,100
2025-04-18T07:00,9.9,0.00,0.00,0.00,9.3,19.4,94
2025-04-18T08:00,10.9,0.00,0.00,0.00,8.3,19.8,98
2025-04-18T09:00,11.5,0.00,0.00,0.00,8.8,20.9,100
2025-04-18T10:00,13.1,0.00,0.00,0.00,10.5,27.4,100
2025-04-18T11:00,14.7,0.00,0.00,0.00,14.3,35.3,100
2025-04-18T12:00,15.8,0.00,0.00,0.00,19.1,47.2,100
2025-04-18T13:00,16.2,0.00,0.00,0.00,18.5,48.2,100
2025-04-18T14:00,17.0,0.00,0.00,0.00,19.6,48.6,100
2025-04-18T15:00,16.3,0.00,0.00,0.00,18.5,48.2,100
2025-04-18T16:00,16.9,0.00,0.00,0.00,21.3,50.0,100
2025-04-18T17:00,16.5,0.00,0.00,0.00,19.1,51.1,100
2025-04-18T18:00,15.1,0.10,0.10,0.00,10.9,44.3,100
2025-04-18T19:00,15.1,0.00,0.00,0.00,9.9,25.2,100
2025-04-18T20:00,15.1,0.00,0.00,0.00,11.9,27.7,100
2025-04-18T21:00,14.2,0.00,0.00,0.00,12.0,30.6,100
2025-04-18T22:00,13.5,0.00,0.00,0.00,11.9,29.5,100
2025-04-18T23:00,13.8,0.00,0.00,0.00,14.9,34.6,100
2025-04-19T00:00,13.2,0.00,0.00,0.00,13.6,34.2,100
2025-04-19T01:00,12.7,0.20,0.20,0.00,13.3,31.7,100
2025-04-19T02:00,13.0,0.00,0.00,0.00,12.9,31.0,100
2025-04-19T03:00,12.5,0.00,0.00,0.00,13.3,31.0,100
2025-04-19T04:00,12.1,0.00,0.00,0.00,12.6,30.6,100
2025-04-19T05:00,12.0,0.00,0.00,0.00,12.9,29.2,100
2025-04-19T06:00,11.8,0.00,0.00,0.00,13.4,30.6,100
2025-04-19T07:00,11.6,0.00,0.00,0.00,13.3,31.3,100
2025-04-19T08:00,11.8,0.00,0.00,0.00,13.4,30.6,100
2025-04-19T09:00,12.3,0.00,0.00,0.00,13.8,33.1,100
2025-04-19T10:00,12.6,0.00,0.00,0.00,15.3,37.1,100
2025-04-19T11:00,13.1,0.00,0.00,0.00,18.0,43.2,100
2025-04-19T12:00,13.9,0.00,0.00,0.00,19.1,48.2,100
2025-04-19T13:00,14.7,0.00,0.00,0.00,19.7,49.3,35
2025-04-19T14:00,16.1,0.00,0.00,0.00,19.8,50.4,36
2025-04-19T15:00,15.9,0.00,0.00,0.00,19.9,50.8,2
2025-04-19T16:00,15.5,0.00,0.00,0.00,19.3,50.4,12
2025-04-19T17:00,15.0,0.00,0.00,0.00,18.6,48.6,99
2025-04-19T18:00,13.9,0.00,0.00,0.00,18.8,46.4,100
2025-04-19T19:00,12.5,0.00,0.00,0.00,17.1,45.7,98
2025-04-19T20:00,11.2,0.00,0.00,0.00,14.8,40.7,79
2025-04-19T21:00,10.1,0.00,0.00,0.00,13.7,34.2,6
2025-04-19T22:00,9.1,0.00,0.00,0.00,14.1,32.8,0
2025-04-19T23:00,8.2,0.00,0.00,0.00,13.6,32.8,0
2025-04-20T00:00,7.6,0.00,0.00,0.00,13.3,31.0,1
2025-04-20T01:00,7.1,0.00,0.00,0.00,13.4,30.6,0
2025-04-20T02:00,6.6,0.00,0.00,0.00,13.2,31.0,0
2025-04-20T03:00,6.3,0.00,0.00,0.00,13.3,31.0,2
2025-04-20T04:00,5.9,0.00,0.00,0.00,13.0,29.9,15
2025-04-20T05:00,5.7,0.00,0.00,0.00,12.8,29.2,29
2025-04-20T06:00,5.5,0.00,0.00,0.00,12.1,28.4,18
2025-04-20T07:00,5.9,0.00,0.00,0.00,11.6,26.6,36
2025-04-20T08:00,7.0,0.00,0.00,0.00,10.8,27.4,28
2025-04-20T09:00,8.7,0.00,0.00,0.00,13.2,33.1,52
2025-04-20T10:00,10.5,0.00,0.00,0.00,11.8,33.1,46
2025-04-20T11:00,12.3,0.00,0.00,0.00,11.2,32.0,24
2025-04-20T12:00,13.9,0.00,0.00,0.00,11.1,32.0,39
2025-04-20T13:00,14.9,0.00,0.00,0.00,11.4,32.8,40
2025-04-20T14:00,15.0,0.00,0.00,0.00,11.7,32.4,45
2025-04-20T15:00,15.4,0.00,0.00,0.00,11.9,33.1,74
2025-04-20T16:00,14.8,0.00,0.00,0.00,12.1,33.8,60
2025-04-20T17:00,14.0,0.00,0.00,0.00,11.3,33.1,62
2025-04-20T18:00,13.4,0.00,0.00,0.00,10.8,31.0,100
2025-04-20T19:00,12.6,0.00,0.00,0.00,10.1,28.8,89
2025-04-20T20:00,11.7,0.00,0.00,0.00,10.3,25.9,87
2025-04-20T21:00,10.9,0.00,0.00,0.00,10.1,26.3,53
2025-04-20T22:00,10.3,0.00,0.00,0.00,8.3,24.8,99
2025-04-20T23:00,10.0,0.00,0.00,0.00,6.8,21.2,98
2025-04-21T00:00,9.8,0.00,0.00,0.00,6.1,17.3,100
2025-04-21T01:00,9.8,0.00,0.00,0.00,5.5,15.8,88
2025-04-21T02:00,9.8,0.00,0.00,0.00,5.4,14.4,98
2025-04-21T03:00,9.9,0.00,0.00,0.00,5.1,14.0,100
2025-04-21T04:00,9.9,0.00,0.00,0.00,5.6,14.0,100
2025-04-21T05:00,10.1,0.00,0.00,0.00,3.2,13.7,100
2025-04-21T06:00,10.1,0.00,0.00,0.00,0.0,8.6,100
2025-04-21T07:00,10.2,0.00,0.00,0.00,0.9,4.7,100
2025-04-21T08:00,10.5,0.00,0.00,0.00,0.7,4.7,100
2025-04-21T09:00,11.0,0.00,0.00,0.00,1.0,6.1,100
2025-04-21T10:00,11.9,0.00,0.00,0.00,0.3,7.9,100
2025-04-21T11:00,13.1,0.00,0.00,0.00,0.0,7.6,100
2025-04-21T12:00,14.6,0.00,0.00,0.00,4.2,14.8,100
2025-04-21T13:00,15.6,0.00,0.00,0.00,6.6,19.4,100
2025-04-21T14:00,15.7,0.20,0.20,0.00,8.1,25.6,99
2025-04-21T15:00,16.2,0.10,0.10,0.00,7.3,24.5,96
2025-04-21T16:00,16.0,0.80,0.80,0.00,11.7,29.5,99
2025-04-21T17:00,13.1,2.60,2.60,0.00,8.1,32.4,96
2025-04-21T18:00,13.8,0.00,0.00,0.00,8.3,24.1,99
2025-04-21T19:00,13.9,0.00,0.00,0.00,9.4,22.7,26
2025-04-21T20:00,13.6,0.00,0.00,0.00,7.5,23.0,28
2025-04-21T21:00,12.9,0.00,0.00,0.00,8.9,18.4,4
2025-04-21T22:00,12.0,0.00,0.00,0.00,10.4,22.3,5
2025-04-21T23:00,11.2,0.00,0.00,0.00,10.4,22.7,37
2025-04-22T00:00,10.4,0.00,0.00,0.00,9.2,22.0,88
2025-04-22T01:00,9.7,0.00,0.00,0.00,8.7,19.1,99
2025-04-22T02:00,9.2,0.00,0.00,0.00,8.0,17.3,92
2025-04-22T03:00,8.6,0.00,0.00,0.00,7.6,15.8,0
2025-04-22T04:00,8.0,0.00,0.00,0.00,6.9,15.1,82
2025-04-22T05:00,7.5,0.00,0.00,0.00,6.9,13.7,100
2025-04-22T06:00,7.0,0.00,0.00,0.00,6.4,13.7,12
2025-04-22T07:00,7.2,0.00,0.00,0.00,6.1,13.0,58
2025-04-22T08:00,8.5,0.00,0.00,0.00,5.6,15.5,99
2025-04-22T09:00,10.3,0.00,0.00,0.00,5.7,18.0,99
2025-04-22T10:00,12.4,0.00,0.00,0.00,6.6,20.9,100
2025-04-22T11:00,13.9,0.00,0.00,0.00,9.6,27.4,100
2025-04-22T12:00,15.5,0.00,0.00,0.00,11.1,31.0,97
2025-04-22T13:00,16.3,0.00,0.00,0.00,11.5,32.4,89
2025-04-22T14:00,17.3,0.00,0.00,0.00,12.1,33.8,99
2025-04-22T15:00,17.5,0.00,0.00,0.00,12.7,33.8,100
2025-04-22T16:00,16.8,0.00,0.00,0.00,13.8,35.3,100
2025-04-22T17:00,15.9,0.00,0.00,0.00,15.4,38.5,82
2025-04-22T18:00,15.0,0.00,0.00,0.00,15.0,40.0,42
2025-04-22T19:00,14.7,0.00,0.00,0.00,14.7,37.1,44
2025-04-22T20:00,13.3,0.00,0.00,0.00,14.1,35.3,3
2025-04-22T21:00,12.2,0.00,0.00,0.00,12.4,32.0,20
2025-04-22T22:00,11.2,0.00,0.00,0.00,12.0,29.2,100
2025-04-22T23:00,10.6,0.00,0.00,0.00,10.1,27.4,100
2025-04-23T00:00,10.3,0.00,0.00,0.00,11.0,24.5,100
2025-04-23T01:00,10.3,0.00,0.00,0.00,11.6,25.6,100
2025-04-23T02:00,10.4,0.30,0.30,0.00,11.4,24.8,100
2025-04-23T03:00,10.4,0.40,0.40,0.00,13.5,29.9,100
2025-04-23T04:00,9.5,2.00,2.00,0.00,13.4,29.5,100
2025-04-23T05:00,9.3,2.60,2.60,0.00,15.5,32.0,100
2025-04-23T06:00,8.5,2.10,2.10,0.00,18.9,39.2,100
2025-04-23T07:00,8.5,0.60,0.60,0.00,19.7,42.8,100
2025-04-23T08:00,8.6,0.30,0.30,0.00,18.6,42.8,100
2025-04-23T09:00,8.7,0.40,0.40,0.00,16.9,42.1,100
2025-04-23T10:00,9.2,0.40,0.40,0.00,20.1,41.8,100
2025-04-23T11:00,10.1,0.20,0.20,0.00,20.0,47.9,100
2025-04-23T12:00,10.5,0.10,0.10,0.00,17.7,46.1,100
2025-04-23T13:00,10.4,0.00,0.00,0.00,17.7,42.1,100
2025-04-23T14:00,12.0,0.10,0.10,0.00,16.5,40.7,100
2025-04-23T15:00,12.0,0.00,0.00,0.00,16.5,41.0,100
2025-04-23T16:00,11.9,0.00,0.00,0.00,16.3,40.0,100
2025-04-23T17:00,11.6,0.00,0.00,0.00,13.8,40.0,97
2025-04-23T18:00,11.5,0.00,0.00,0.00,13.1,32.8,52
2025-04-23T19:00,11.3,0.00,0.00,0.00,10.9,31.0,5
2025-04-23T20:00,10.6,0.00,0.00,0.00,6.9,25.2,8
2025-04-23T21:00,10.0,0.00,0.00,0.00,2.7,14.0,9
2025-04-23T22:00,9.8,0.00,0.00,0.00,4.7,8.3,24
2025-04-23T23:00,9.4,0.00,0.00,0.00,5.8,11.5,38
2025-04-24T00:00,9.1,0.00,0.00,0.00,5.9,11.2,12
2025-04-24T01:00,8.8,0.00,0.00,0.00,6.6,12.2,7
2025-04-24T02:00,9.5,0.00,0.00,0.00,7.9,15.5,36
2025-04-24T03:00,8.5,0.00,0.00,0.00,9.4,19.4,60
2025-04-24T04:00,7.6,0.00,0.00,0.00,9.1,22.3,100
2025-04-24T05:00,7.5,0.00,0.00,0.00,8.9,23.4,100
2025-04-24T06:00,7.9,0.00,0.00,0.00,8.6,19.1,100
2025-04-24T07:00,8.8,0.00,0.00,0.00,10.0,23.0,100
2025-04-24T08:00,9.3,0.00,0.00,0.00,9.3,23.8,100
2025-04-24T09:00,10.0,0.00,0.00,0.00,9.8,25.2,100
2025-04-24T10:00,10.5,0.00,0.00,0.00,9.3,25.9,100
2025-04-24T11:00,11.6,0.00,0.00,0.00,9.0,25.9,82
2025-04-24T12:00,13.0,0.00,0.00,0.00,8.1,25.6,83
2025-04-24T13:00,14.4,0.00,0.00,0.00,7.4,24.5,57
2025-04-24T14:00,14.5,0.00,0.00,0.00,7.1,22.3,99
2025-04-24T15:00,14.8,0.00,0.00,0.00,6.8,22.3,83
2025-04-24T16:00,14.8,0.00,0.00,0.00,7.2,21.6,100
2025-04-24T17:00,14.5,0.00,0.00,0.00,8.3,23.0,100
2025-04-24T18:00,14.2,0.00,0.00,0.00,8.5,23.0,38
2025-04-24T19:00,13.6,0.00,0.00,0.00,9.6,25.9,6
2025-04-24T20:00,12.6,0.00,0.00,0.00,8.4,25.9,1
2025-04-24T21:00,11.5,0.00,0.00,0.00,7.8,18.0,4
2025-04-24T22:00,10.6,0.00,0.00,0.00,8.3,16.9,10
2025-04-24T23:00,9.9,0.00,0.00,0.00,6.9,16.6,15
2025-04-25T00:00,9.2,0.00,0.00,0.00,6.7,13.3,0
2025-04-25T01:00,8.5,0.00,0.00,0.00,5.5,13.0,23
2025-04-25T02:00,8.1,0.00,0.00,0.00,3.1,8.6,12
2025-04-25T03:00,7.6,0.00,0.00,0.00,3.4,6.1,27
2025-04-25T04:00,7.2,0.00,0.00,0.00,4.4,7.9,2
2025-04-25T05:00,6.6,0.00,0.00,0.00,4.6,8.6,6
2025-04-25T06:00,6.1,0.00,0.00,0.00,4.5,8.3,95
2025-04-25T07:00,6.3,0.00,0.00,0.00,5.6,11.9,42
2025-04-25T08:00,7.7,0.00,0.00,0.00,4.5,14.0,14
2025-04-25T09:00,9.6,0.00,0.00,0.00,4.6,15.1,4
2025-04-25T10:00,11.3,0.00,0.00,0.00,5.8,18.7,28
2025-04-25T11:00,12.5,0.00,0.00,0.00,6.1,20.9,97
2025-04-25T12:00,13.7,0.00,0.00,0.00,5.8,20.9,100
2025-04-25T13:00,15.3,0.00,0.00,0.00,5.5,20.2,100
2025-04-25T14:00,15.2,0.00,0.00,0.00,6.6,20.5,100
2025-04-25T15:00,15.4,0.00,0.00,0.00,7.7,23.4,100
2025-04-25T16:00,15.1,0.00,0.00,0.00,9.1,26.3,100
2025-04-25T17:00,14.7,0.00,0.00,0.00,10.3,27.7,100
2025-04-25T18:00,13.8,0.00,0.00,0.00,11.1,28.8,100
2025-04-25T19:00,12.8,0.00,0.00,0.00,11.4,28.4,99
2025-04-25T20:00,11.6,0.00,0.00,0.00,10.5,27.7,95
2025-04-25T21:00,10.5,0.00,0.00,0.00,11.2,26.3,99
2025-04-25T22:00,9.6,0.00,0.00,0.00,10.4,25.2,100
2025-04-25T23:00,9.0,0.00,0.00,0.00,9.4,24.1,96
2025-04-26T00:00,8.5,0.00,0.00,0.00,8.7,20.5,100
2025-04-26T01:00,8.6,0.00,0.00,0.00,8.2,18.4,100
2025-04-26T02:00,8.9,0.00,0.00,0.00,7.2,17.3,98
2025-04-26T03:00,8.9,0.00,0.00,0.00,7.4,16.6,100
2025-04-26T04:00,8.9,0.00,0.00,0.00,8.3,18.0,98
2025-04-26T05:00,8.6,0.00,0.00,0.00,7.9,18.0,98
2025-04-26T06:00,8.2,0.00,0.00,0.00,7.9,16.2,99
2025-04-26T07:00,8.7,0.00,0.00,0.00,8.4,19.8,100
2025-04-26T08:00,9.9,0.00,0.00,0.00,8.9,21.2,100
2025-04-26T09:00,11.6,0.00,0.00,0.00,6.8,21.6,100
2025-04-26T10:00,13.2,0.00,0.00,0.00,6.4,19.4,100
2025-04-26T11:00,14.9,0.00,0.00,0.00,8.4,24.1,100
2025-04-26T12:00,16.3,0.00,0.00,0.00,10.3,29.2,100
2025-04-26T13:00,16.8,0.00,0.00,0.00,9.5,28.8,100
2025-04-26T14:00,17.2,0.00,0.00,0.00,9.3,26.6,100
2025-04-26T15:00,17.1,0.00,0.00,0.00,9.0,26.6,100
2025-04-26T16:00,17.1,0.00,0.00,0.00,8.3,25.2,100
2025-04-26T17:00,16.8,0.00,0.00,0.00,8.9,24.1,100
2025-04-26T18:00,16.2,0.00,0.00,0.00,8.0,23.8,100
2025-04-26T19:00,14.9,0.00,0.00,0.00,10.0,24.5,100
2025-04-26T20:00,13.3,0.00,0.00,0.00,9.5,24.8,100
2025-04-26T21:00,12.3,0.00,0.00,0.00,7.9,22.0,100
2025-04-26T22:00,11.7,0.00,0.00,0.00,6.0,16.6,100
2025-04-26T23:00,11.2,0.00,0.00,0.00,4.9,12.2,94
2025-04-27T00:00,10.7,0.00,0.00,0.00,3.4,9.4,90
2025-04-27T01:00,10.3,0.00,0.00,0.00,0.5,6.1,27
2025-04-27T02:00,9.9,0.00,0.00,0.00,0.3,1.8,36
2025-04-27T03:00,9.5,0.00,0.00,0.00,1.5,2.5,49
2025-04-27T04:00,8.8,0.00,0.00,0.00,1.9,5.4,66
2025-04-27T05:00,8.4,0.00,0.00,0.00,1.0,3.2,29
2025-04-27T06:00,8.1,0.00,0.00,0.00,2.4,4.0,1
2025-04-27T07:00,8.7,0.00,0.00,0.00,3.7,8.3,2
2025-04-27T08:00,10.5,0.00,0.00,0.00,1.2,8.3,3
2025-04-27T09:00,12.7,0.00,0.00,0.00,1.5,9.0,0
2025-04-27T10:00,15.0,0.00,0.00,0.00,0.8,8.6,0
2025-04-27T11:00,16.7,0.00,0.00,0.00,0.6,9.7,47
2025-04-27T12:00,18.0,0.00,0.00,0.00,1.4,11.9,100
2025-04-27T13:00,19.4,0.00,0.00,0.00,2.6,13.7,91
2025-04-27T14:00,20.4,0.00,0.00,0.00,5.0,17.6,77
2025-04-27T15:00,20.4,0.00,0.00,0.00,5.7,18.7,54
2025-04-27T16:00,20.8,0.00,0.00,0.00,4.8,18.7,76
2025-04-27T17:00,20.6,0.00,0.00,0.00,6.9,20.2,100
2025-04-27T18:00,20.2,0.00,0.00,0.00,8.0,21.2,100
2025-04-27T19:00,20.0,0.00,0.00,0.00,7.4,21.6,92
2025-04-27T20:00,19.3,0.00,0.00,0.00,6.0,18.7,99
2025-04-27T21:00,18.1,0.00,0.00,0.00,5.9,12.2,97
2025-04-27T22:00,16.9,0.00,0.00,0.00,8.9,18.4,97
2025-04-27T23:00,15.6,0.00,0.00,0.00,7.5,18.7,8
2025-04-28T00:00,14.7,0.00,0.00,0.00,7.0,15.1,0
2025-04-28T01:00,13.7,0.00,0.00,0.00,7.0,14.4,6
2025-04-28T02:00,12.8,0.00,0.00,0.00,6.6,13.0,46
2025-04-28T03:00,12.1,0.00,0.00,0.00,5.3,12.2,1
2025-04-28T04:00,11.4,0.00,0.00,0.00,4.4,9.7,0
2025-04-28T05:00,10.7,0.00,0.00,0.00,2.5,7.9,3
2025-04-28T06:00,10.3,0.00,0.00,0.00,1.0,4.0,99
2025-04-28T07:00,10.8,0.00,0.00,0.00,2.0,5.4,92
2025-04-28T08:00,12.5,0.00,0.00,0.00,0.4,6.1,34
2025-04-28T09:00,15.1,0.00,0.00,0.00,0.9,7.9,29
2025-04-28T10:00,17.7,0.00,0.00,0.00,0.9,9.7,42
2025-04-28T11:00,19.5,0.00,0.00,0.00,0.5,10.1,100
2025-04-28T12:00,20.8,0.00,0.00,0.00,1.3,12.2,100
2025-04-28T13:00,22.1,0.00,0.00,0.00,1.2,12.6,97
2025-04-28T14:00,23.3,0.00,0.00,0.00,3.8,17.6,25
2025-04-28T15:00,24.1,0.00,0.00,0.00,5.9,22.0,24
2025-04-28T16:00,24.1,0.00,0.00,0.00,9.1,28.4,38
2025-04-28T17:00,24.1,0.00,0.00,0.00,9.8,29.2,87
2025-04-28T18:00,23.0,0.00,0.00,0.00,10.6,29.5,33
2025-04-28T19:00,20.6,0.00,0.00,0.00,13.9,34.9,11
2025-04-28T20:00,19.3,0.00,0.00,0.00,10.4,33.8,2
2025-04-28T21:00,18.5,0.00,0.00,0.00,8.2,24.8,1
2025-04-28T22:00,17.6,0.00,0.00,0.00,5.9,18.4,0
2025-04-28T23:00,16.7,0.00,0.00,0.00,6.3,15.1,0
2025-04-29T00:00,15.7,0.00,0.00,0.00,6.2,14.4,0
2025-04-29T01:00,14.8,0.00,0.00,0.00,6.7,13.0,0
2025-04-29T02:00,13.4,0.00,0.00,0.00,7.0,14.0,0
2025-04-29T03:00,12.7,0.00,0.00,0.00,6.5,13.7,0
2025-04-29T04:00,12.0,0.00,0.00,0.00,6.9,13.3,0
2025-04-29T05:00,11.3,0.00,0.00,0.00,7.6,14.8,2
2025-04-29T06:00,10.7,0.00,0.00,0.00,8.2,15.8,10
2025-04-29T07:00,11.1,0.00,0.00,0.00,7.9,17.6,6
2025-04-29T08:00,12.6,0.00,0.00,0.00,7.2,19.4,9
2025-04-29T09:00,14.8,0.00,0.00,0.00,7.3,21.2,3
2025-04-29T10:00,17.4,0.00,0.00,0.00,7.1,22.0,6
2025-04-29T11:00,19.7,0.00,0.00,0.00,9.0,26.6,11
2025-04-29T12:00,21.1,0.00,0.00,0.00,10.7,31.0,20
2025-04-29T13:00,21.9,0.00,0.00,0.00,10.5,31.3,35
2025-04-29T14:00,22.9,0.00,0.00,0.00,10.5,31.7,12
2025-04-29T15:00,23.1,0.00,0.00,0.00,10.7,31.7,11
2025-04-29T16:00,22.9,0.00,0.00,0.00,11.0,32.0,11
2025-04-29T17:00,22.4,0.00,0.00,0.00,11.7,32.8,9
2025-04-29T18:00,21.3,0.00,0.00,0.00,11.9,32.8,7
2025-04-29T19:00,20.0,0.00,0.00,0.00,12.3,32.0,4
2025-04-29T20:00,18.6,0.00,0.00,0.00,11.5,30.6,0
2025-04-29T21:00,17.2,0.00,0.00,0.00,10.5,27.4,0
2025-04-29T22:00,15.9,0.00,0.00,0.00,9.1,23.4,0
2025-04-29T23:00,14.6,0.00,0.00,0.00,8.7,22.7,0
2025-04-30T00:00,13.6,0.00,0.00,0.00,7.9,20.9,0
2025-04-30T01:00,12.9,0.00,0.00,0.00,7.5,18.4,0
2025-04-30T02:00,11.5,0.00,0.00,0.00,7.5,17.6,5
2025-04-30T03:00,11.0,0.00,0.00,0.00,7.6,15.8,0
2025-04-30T04:00,10.5,0.00,0.00,0.00,7.4,15.5,0
2025-04-30T05:00,10.1,0.00,0.00,0.00,6.9,14.4,0
2025-04-30T06:00,9.8,0.00,0.00,0.00,6.7,13.7,0
2025-04-30T07:00,10.3,0.00,0.00,0.00,5.2,13.7,0
2025-04-30T08:00,12.2,0.00,0.00,0.00,4.0,13.0,0
2025-04-30T09:00,14.8,0.00,0.00,0.00,3.6,13.7,0
2025-04-30T10:00,17.8,0.00,0.00,0.00,3.5,14.8,4
