road,hour,weekday,prob_severity_0,prob_severity_1,prob_severity_2
A1,10,2,0.85,0.1,0.05
A1,10,3,0.6,0.3,0.1
A1,10,4,0.95,0.0,0.05
A1,10,5,1.0,0.0,0.0
A1,10,6,0.9,0.1,0.0
A1,11,0,0.7272727272727273,0.18181818181818182,0.09090909090909091
A1,11,1,0.8636363636363636,0.13636363636363635,0.0
A1,11,2,0.9,0.0,0.1
A1,11,3,0.9,0.05,0.05
A1,11,4,0.75,0.25,0.0
A1,11,5,0.7,0.25,0.05
A1,11,6,0.9,0.1,0.0
A1,12,0,0.5909090909090909,0.36363636363636365,0.045454545454545456
A1,12,1,0.8636363636363636,0.13636363636363635,0.0
A1,12,2,0.8,0.1,0.1
A1,12,3,0.85,0.1,0.05
A1,12,4,0.95,0.05,0.0
A1,12,5,0.85,0.1,0.05
A1,12,6,0.85,0.15,0.0
A1,13,0,0.7727272727272727,0.18181818181818182,0.045454545454545456
A1,13,1,0.7272727272727273,0.22727272727272727,0.045454545454545456
A1,13,2,0.7,0.15,0.15
A1,13,3,0.85,0.05,0.1
A1,13,4,0.85,0.1,0.05
A1,13,5,0.9,0.05,0.05
A1,13,6,0.65,0.25,0.1
A1,14,0,0.7272727272727273,0.13636363636363635,0.13636363636363635
A1,14,1,0.7727272727272727,0.22727272727272727,0.0
A1,14,2,0.6,0.4,0.0
A1,14,3,0.9,0.1,0.0
A1,14,4,0.85,0.1,0.05
A1,14,5,0.75,0.25,0.0
A1,14,6,0.85,0.1,0.05
A1,15,0,0.8636363636363636,0.13636363636363635,0.0
A1,15,1,0.7272727272727273,0.22727272727272727,0.045454545454545456
A1,15,2,0.7,0.3,0.0
A1,15,3,0.7,0.25,0.05
A1,15,4,0.7,0.25,0.05
A1,15,5,0.8,0.15,0.05
A1,15,6,0.85,0.15,0.0
A1,16,0,0.5909090909090909,0.18181818181818182,0.22727272727272727
A1,16,1,0.5909090909090909,0.2727272727272727,0.13636363636363635
A1,16,2,0.45,0.35,0.2
A1,16,3,0.75,0.15,0.1
A1,16,4,0.55,0.3,0.15
A1,16,5,0.85,0.15,0.0
A1,16,6,0.8,0.2,0.0
A1,17,0,0.45454545454545453,0.4090909090909091,0.13636363636363635
A1,17,1,0.6363636363636364,0.22727272727272727,0.13636363636363635
A1,17,2,0.5,0.3,0.2
A1,17,3,0.65,0.3,0.05
A1,17,4,0.6,0.3,0.1
A1,17,5,0.7,0.3,0.0
A1,17,6,0.75,0.2,0.05
A1,18,0,0.6818181818181818,0.3181818181818182,0.0
A1,18,1,0.5909090909090909,0.2727272727272727,0.13636363636363635
A1,18,2,0.7,0.15,0.15
A1,18,3,0.6,0.3,0.1
A1,18,4,0.6,0.25,0.15
A1,18,5,0.9,0.05,0.05
A1,18,6,0.65,0.2,0.15
A1,19,0,0.7727272727272727,0.13636363636363635,0.09090909090909091
A1,19,1,0.8181818181818182,0.18181818181818182,0.0
A1,19,2,0.9,0.05,0.05
A1,19,3,0.7,0.25,0.05
A1,19,4,0.75,0.15,0.1
A1,19,5,1.0,0.0,0.0
A1,19,6,0.85,0.15,0.0
A1,20,0,0.7727272727272727,0.18181818181818182,0.045454545454545456
A1,20,1,0.6818181818181818,0.18181818181818182,0.13636363636363635
A1,20,2,0.85,0.1,0.05
A1,20,3,0.9,0.1,0.0
A1,20,4,0.9,0.1,0.0
A1,20,5,0.8,0.15,0.05
A1,20,6,0.75,0.2,0.05
A1,21,0,0.7727272727272727,0.18181818181818182,0.045454545454545456
A1,21,1,0.8181818181818182,0.13636363636363635,0.045454545454545456
A1,21,2,0.8,0.15,0.05
A1,21,3,0.7,0.1,0.2
A1,21,4,0.9,0.05,0.05
A1,21,5,0.9,0.1,0.0
A1,21,6,0.8,0.1,0.1
A1,22,0,0.9090909090909091,0.09090909090909091,0.0
A1,22,1,0.7272727272727273,0.2727272727272727,0.0
A1,22,2,0.8,0.15,0.05
A1,22,3,0.9,0.1,0.0
A1,22,4,0.75,0.15,0.1
A1,22,5,0.85,0.1,0.05
A1,22,6,0.9,0.1,0.0
A1,23,0,0.9090909090909091,0.09090909090909091,0.0
A1,23,1,0.9545454545454546,0.045454545454545456,0.0
A1,23,2,1.0,0.0,0.0
A1,23,3,0.9,0.1,0.0
A1,23,4,1.0,0.0,0.0
A1,23,5,1.0,0.0,0.0
A1,23,6,0.75,0.2,0.05
A10,0,0,0.9545454545454546,0.045454545454545456,0.0
A10,0,1,0.9545454545454546,0.045454545454545456,0.0
A10,0,2,0.9,0.1,0.0
A10,0,3,1.0,0.0,0.0
A10,0,4,1.0,0.0,0.0
A10,0,5,0.95,0.05,0.0
A10,0,6,0.75,0.1,0.15
A10,1,0,0.9545454545454546,0.045454545454545456,0.0
A10,1,1,0.9090909090909091,0.09090909090909091,0.0
A10,1,2,1.0,0.0,0.0
A10,1,3,1.0,0.0,0.0
A10,1,4,0.95,0.05,0.0
A10,1,5,0.9,0.1,0.0
A10,1,6,0.75,0.2,0.05
A10,2,0,0.9545454545454546,0.045454545454545456,0.0
A10,2,1,1.0,0.0,0.0
A10,2,2,0.85,0.15,0.0
A10,2,3,1.0,0.0,0.0
A10,2,4,1.0,0.0,0.0
A10,2,5,0.95,0.05,0.0
A10,2,6,0.85,0.15,0.0
A10,3,0,1.0,0.0,0.0
A10,3,1,0.9545454545454546,0.045454545454545456,0.0
A10,3,2,0.95,0.05,0.0
A10,3,3,1.0,0.0,0.0
A10,3,4,1.0,0.0,0.0
A10,3,5,0.95,0.05,0.0
A10,3,6,1.0,0.0,0.0
A10,4,0,0.8181818181818182,0.18181818181818182,0.0
A10,4,1,0.9090909090909091,0.09090909090909091,0.0
A10,4,2,0.85,0.15,0.0
A10,4,3,0.95,0.05,0.0
A10,4,4,0.85,0.15,0.0
A10,4,5,1.0,0.0,0.0
A10,4,6,0.85,0.1,0.05
A10,5,0,1.0,0.0,0.0
A10,5,1,0.9090909090909091,0.09090909090909091,0.0
A10,5,2,0.9,0.1,0.0
A10,5,3,1.0,0.0,0.0
A10,5,4,0.95,0.05,0.0
A10,5,5,0.95,0.05,0.0
A10,5,6,1.0,0.0,0.0
A10,6,0,0.8181818181818182,0.13636363636363635,0.045454545454545456
A10,6,1,0.7727272727272727,0.18181818181818182,0.045454545454545456
A10,6,2,0.8,0.2,0.0
A10,6,3,0.75,0.1,0.15
A10,6,4,0.85,0.15,0.0
A10,6,5,0.95,0.05,0.0
A10,6,6,0.8,0.2,0.0
A10,7,0,0.45454545454545453,0.2727272727272727,0.2727272727272727
A10,7,1,0.5909090909090909,0.2727272727272727,0.13636363636363635
A10,7,2,0.65,0.15,0.2
A10,7,3,0.5,0.25,0.25
A10,7,4,0.5,0.35,0.15
A10,7,5,0.95,0.05,0.0
A10,7,6,0.8,0.15,0.05
A10,8,0,0.6818181818181818,0.2727272727272727,0.045454545454545456
A10,8,1,0.5909090909090909,0.22727272727272727,0.18181818181818182
A10,8,2,0.7,0.2,0.1
A10,8,3,0.6,0.1,0.3
A10,8,4,0.4,0.45,0.15
A10,8,5,0.85,0.15,0.0
A10,8,6,0.9,0.1,0.0
A10,9,0,0.6363636363636364,0.22727272727272727,0.13636363636363635
A10,9,1,0.5454545454545454,0.22727272727272727,0.22727272727272727
A10,9,2,0.45,0.35,0.2
A10,9,3,0.6,0.1,0.3
A10,9,4,0.6,0.35,0.05
A10,9,5,1.0,0.0,0.0
A10,9,6,0.85,0.1,0.05
A10,10,0,0.7272727272727273,0.22727272727272727,0.045454545454545456
A10,10,1,0.9090909090909091,0.09090909090909091,0.0
A10,10,2,0.7,0.3,0.0
A10,10,3,0.8,0.1,0.1
A10,10,4,0.75,0.2,0.05
A10,10,5,0.85,0.15,0.0
A10,10,6,0.9,0.1,0.0
A10,11,0,0.7727272727272727,0.22727272727272727,0.0
A10,11,1,0.8181818181818182,0.18181818181818182,0.0
A10,11,2,0.85,0.15,0.0
A10,11,3,0.95,0.05,0.0
A10,11,4,0.9,0.05,0.05
A10,11,5,0.8,0.05,0.15
A10,11,6,0.9,0.1,0.0
A10,12,0,0.9090909090909091,0.09090909090909091,0.0
A10,12,1,0.9090909090909091,0.045454545454545456,0.045454545454545456
A10,12,2,0.8,0.1,0.1
A10,12,3,0.8,0.15,0.05
A10,12,4,0.7,0.15,0.15
A10,12,5,0.75,0.25,0.0
A10,12,6,0.75,0.2,0.05
A10,13,0,0.7727272727272727,0.18181818181818182,0.045454545454545456
A10,13,1,0.7272727272727273,0.22727272727272727,0.045454545454545456
A10,13,2,0.85,0.15,0.0
A10,13,3,0.85,0.05,0.1
A10,13,4,0.65,0.25,0.1
A10,13,5,0.7,0.2,0.1
A10,13,6,0.85,0.15,0.0
A10,14,0,0.9090909090909091,0.09090909090909091,0.0
A10,14,1,0.9545454545454546,0.045454545454545456,0.0
A10,14,2,0.8,0.1,0.1
A10,14,3,0.8,0.2,0.0
A10,14,4,0.8,0.15,0.05
A10,14,5,0.8,0.2,0.0
A10,14,6,0.65,0.15,0.2
A10,15,0,0.5909090909090909,0.3181818181818182,0.09090909090909091
A10,15,1,0.6818181818181818,0.2727272727272727,0.045454545454545456
A10,15,2,0.7,0.25,0.05
A10,15,3,0.8,0.2,0.0
A10,15,4,0.8,0.1,0.1
A10,15,5,0.7,0.3,0.0
A10,15,6,0.75,0.2,0.05
A10,16,0,0.7272727272727273,0.18181818181818182,0.09090909090909091
A10,16,1,0.5909090909090909,0.22727272727272727,0.18181818181818182
A10,16,2,0.4,0.4,0.2
A10,16,3,0.7,0.15,0.15
A10,16,4,0.65,0.15,0.2
A10,16,5,0.75,0.1,0.15
A10,16,6,0.8,0.05,0.15
A10,17,0,0.5454545454545454,0.2727272727272727,0.18181818181818182
A10,17,1,0.45454545454545453,0.36363636363636365,0.18181818181818182
A10,17,2,0.7,0.25,0.05
A10,17,3,0.7,0.25,0.05
A10,17,4,0.6,0.2,0.2
A10,17,5,0.8,0.15,0.05
A10,17,6,0.75,0.2,0.05
A10,18,0,0.6363636363636364,0.22727272727272727,0.13636363636363635
A10,18,1,0.6818181818181818,0.22727272727272727,0.09090909090909091
A10,18,2,0.55,0.35,0.1
A10,18,3,0.5,0.3,0.2
A10,18,4,0.6,0.25,0.15
A10,18,5,0.9,0.05,0.05
A10,18,6,0.6,0.35,0.05
A10,19,0,0.8636363636363636,0.09090909090909091,0.045454545454545456
A10,19,1,1.0,0.0,0.0
A10,19,2,0.6,0.3,0.1
A10,19,3,0.75,0.2,0.05
A10,19,4,0.7,0.3,0.0
A10,19,5,0.95,0.05,0.0
A10,19,6,0.85,0.1,0.05
A10,20,0,0.7727272727272727,0.22727272727272727,0.0
A10,20,1,0.7272727272727273,0.18181818181818182,0.09090909090909091
A10,20,2,0.8,0.05,0.15
A10,20,3,0.85,0.15,0.0
A10,20,4,0.75,0.1,0.15
A10,20,5,0.9,0.1,0.0
A10,20,6,0.9,0.05,0.05
A10,21,0,0.8636363636363636,0.09090909090909091,0.045454545454545456
A10,21,1,0.7727272727272727,0.13636363636363635,0.09090909090909091
A10,21,2,0.9,0.1,0.0
A10,21,3,0.8,0.2,0.0
A10,21,4,0.8,0.15,0.05
A10,21,5,0.9,0.1,0.0
A10,21,6,0.9,0.1,0.0
A10,22,0,0.7727272727272727,0.13636363636363635,0.09090909090909091
A10,22,1,0.9090909090909091,0.09090909090909091,0.0
A10,22,2,0.65,0.25,0.1
A10,22,3,0.85,0.15,0.0
A10,22,4,0.65,0.2,0.15
A10,22,5,0.85,0.1,0.05
A10,22,6,0.85,0.15,0.0
A10,23,0,0.9090909090909091,0.09090909090909091,0.0
A10,23,1,0.9090909090909091,0.09090909090909091,0.0
A10,23,2,0.95,0.05,0.0
A10,23,3,0.9,0.1,0.0
A10,23,4,1.0,0.0,0.0
A10,23,5,0.9,0.1,0.0
A10,23,6,0.85,0.05,0.1
A12,0,0,1.0,0.0,0.0
A12,0,1,1.0,0.0,0.0
A12,0,2,0.95,0.05,0.0
A12,0,3,1.0,0.0,0.0
A12,0,4,0.95,0.05,0.0
A12,0,5,0.8,0.1,0.1
A12,0,6,0.9,0.1,0.0
A12,1,0,0.9545454545454546,0.045454545454545456,0.0
A12,1,1,0.9090909090909091,0.09090909090909091,0.0
A12,1,2,1.0,0.0,0.0
A12,1,3,0.95,0.05,0.0
A12,1,4,1.0,0.0,0.0
A12,1,5,0.9,0.1,0.0
A12,1,6,0.95,0.05,0.0
A12,2,0,0.9545454545454546,0.045454545454545456,0.0
A12,2,1,1.0,0.0,0.0
A12,2,2,1.0,0.0,0.0
A12,2,3,1.0,0.0,0.0
A12,2,4,0.95,0.05,0.0
A12,2,5,0.9,0.05,0.05
A12,2,6,0.85,0.15,0.0
A12,3,0,0.9545454545454546,0.045454545454545456,0.0
A12,3,1,0.9090909090909091,0.09090909090909091,0.0
A12,3,2,0.95,0.05,0.0
A12,3,3,0.95,0.05,0.0
A12,3,4,0.95,0.05,0.0
A12,3,5,0.9,0.1,0.0
A12,3,6,1.0,0.0,0.0
A12,4,0,0.9545454545454546,0.045454545454545456,0.0
A12,4,1,0.9090909090909091,0.09090909090909091,0.0
A12,4,2,1.0,0.0,0.0
A12,4,3,1.0,0.0,0.0
A12,4,4,0.95,0.05,0.0
A12,4,5,0.85,0.1,0.05
A12,4,6,0.95,0.05,0.0
A12,5,0,0.9090909090909091,0.09090909090909091,0.0
A12,5,1,0.9545454545454546,0.045454545454545456,0.0
A12,5,2,0.9,0.1,0.0
A12,5,3,1.0,0.0,0.0
A12,5,4,0.95,0.05,0.0
A12,5,5,0.9,0.1,0.0
A12,5,6,0.85,0.1,0.05
A12,6,0,0.8636363636363636,0.09090909090909091,0.045454545454545456
A12,6,1,0.9090909090909091,0.09090909090909091,0.0
A12,6,2,0.7,0.2,0.1
A12,6,3,0.8,0.15,0.05
A12,6,4,0.7,0.25,0.05
A12,6,5,0.9,0.1,0.0
A12,6,6,0.7,0.2,0.1
A12,7,0,0.5,0.36363636363636365,0.13636363636363635
A12,7,1,0.5,0.3181818181818182,0.18181818181818182
A12,7,2,0.65,0.25,0.1
A12,7,3,0.45,0.4,0.15
A12,7,4,0.6,0.3,0.1
A12,7,5,0.95,0.0,0.05
A12,7,6,0.9,0.05,0.05
A12,8,0,0.5,0.4090909090909091,0.09090909090909091
A12,8,1,0.6363636363636364,0.3181818181818182,0.045454545454545456
A12,8,2,0.7,0.25,0.05
A12,8,3,0.7,0.25,0.05
A12,8,4,0.35,0.3,0.35
A12,8,5,0.75,0.25,0.0
A12,8,6,0.95,0.05,0.0
A12,9,0,0.7727272727272727,0.22727272727272727,0.0
A12,9,1,0.6363636363636364,0.2727272727272727,0.09090909090909091
A12,9,2,0.55,0.15,0.3
A12,9,3,0.65,0.2,0.15
A12,9,4,0.45,0.2,0.35
A12,9,5,0.85,0.05,0.1
A12,9,6,0.95,0.05,0.0
A12,10,0,0.9090909090909091,0.09090909090909091,0.0
A12,10,1,0.6363636363636364,0.36363636363636365,0.0
A12,10,2,0.75,0.2,0.05
A12,10,3,0.8,0.15,0.05
A12,10,4,0.8,0.15,0.05
A12,10,5,0.9,0.1,0.0
A12,10,6,0.95,0.05,0.0
A12,11,0,0.7272727272727273,0.22727272727272727,0.045454545454545456
A12,11,1,0.8181818181818182,0.13636363636363635,0.045454545454545456
A12,11,2,0.7,0.25,0.05
A12,11,3,0.85,0.1,0.05
A12,11,4,0.75,0.05,0.2
A12,11,5,0.75,0.25,0.0
A12,11,6,0.95,0.05,0.0
A12,12,0,0.8636363636363636,0.0,0.13636363636363635
A12,12,1,0.7727272727272727,0.22727272727272727,0.0
A12,12,2,0.9,0.0,0.1
A12,12,3,0.6,0.25,0.15
A12,12,4,0.75,0.15,0.1
A12,12,5,0.8,0.15,0.05
A12,12,6,0.55,0.3,0.15
A12,13,0,0.8636363636363636,0.09090909090909091,0.045454545454545456
A12,13,1,0.8636363636363636,0.09090909090909091,0.045454545454545456
A12,13,2,0.8,0.15,0.05
A12,13,3,0.85,0.1,0.05
A12,13,4,0.65,0.25,0.1
A12,13,5,0.65,0.35,0.0
A12,13,6,0.85,0.15,0.0
A12,14,0,0.8636363636363636,0.09090909090909091,0.045454545454545456
A12,14,1,0.9090909090909091,0.09090909090909091,0.0
A12,14,2,0.9,0.1,0.0
A12,14,3,0.75,0.15,0.1
A12,14,4,0.85,0.1,0.05
A12,14,5,0.9,0.1,0.0
A12,14,6,0.95,0.0,0.05
A12,15,0,0.7727272727272727,0.18181818181818182,0.045454545454545456
A12,15,1,0.8636363636363636,0.045454545454545456,0.09090909090909091
A12,15,2,0.7,0.15,0.15
A12,15,3,0.85,0.15,0.0
A12,15,4,0.85,0.1,0.05
A12,15,5,0.85,0.15,0.0
A12,15,6,0.75,0.2,0.05
A12,16,0,0.6818181818181818,0.13636363636363635,0.18181818181818182
A12,16,1,0.6818181818181818,0.18181818181818182,0.13636363636363635
A12,16,2,0.65,0.3,0.05
A12,16,3,0.7,0.2,0.1
A12,16,4,0.55,0.35,0.1
A12,16,5,0.7,0.3,0.0
A12,16,6,0.65,0.3,0.05
A12,17,0,0.6363636363636364,0.22727272727272727,0.13636363636363635
A12,17,1,0.5909090909090909,0.18181818181818182,0.22727272727272727
A12,17,2,0.45,0.3,0.25
A12,17,3,0.55,0.35,0.1
A12,17,4,0.4,0.45,0.15
A12,17,5,0.85,0.1,0.05
A12,17,6,0.75,0.2,0.05
A12,18,0,0.5454545454545454,0.2727272727272727,0.18181818181818182
A12,18,1,0.5909090909090909,0.22727272727272727,0.18181818181818182
A12,18,2,0.6,0.25,0.15
A12,18,3,0.55,0.2,0.25
A12,18,4,0.55,0.3,0.15
A12,18,5,0.65,0.25,0.1
A12,18,6,0.8,0.15,0.05
A12,19,0,0.8636363636363636,0.09090909090909091,0.045454545454545456
A12,19,1,0.5909090909090909,0.3181818181818182,0.09090909090909091
A12,19,2,0.95,0.05,0.0
A12,19,3,0.8,0.15,0.05
A12,19,4,0.8,0.15,0.05
A12,19,5,0.8,0.15,0.05
A12,19,6,0.9,0.1,0.0
A12,20,0,0.8181818181818182,0.13636363636363635,0.045454545454545456
A12,20,1,1.0,0.0,0.0
A12,20,2,0.85,0.1,0.05
A12,20,3,0.85,0.15,0.0
A12,20,4,0.7,0.2,0.1
A12,20,5,0.8,0.2,0.0
A12,20,6,0.85,0.15,0.0
A12,21,0,0.8181818181818182,0.18181818181818182,0.0
A12,21,1,0.5454545454545454,0.4090909090909091,0.045454545454545456
A12,21,2,0.85,0.1,0.05
A12,21,3,0.8,0.15,0.05
A12,21,4,0.8,0.2,0.0
A12,21,5,0.9,0.1,0.0
A12,21,6,0.75,0.25,0.0
A12,22,0,0.8181818181818182,0.13636363636363635,0.045454545454545456
A12,22,1,0.8181818181818182,0.09090909090909091,0.09090909090909091
A12,22,2,0.8,0.15,0.05
A12,22,3,0.9,0.1,0.0
A12,22,4,0.9,0.0,0.1
A12,22,5,0.85,0.15,0.0
A12,22,6,0.9,0.1,0.0
A12,23,0,1.0,0.0,0.0
A12,23,1,0.9545454545454546,0.045454545454545456,0.0
A12,23,2,0.95,0.05,0.0
A12,23,3,1.0,0.0,0.0
A12,23,4,1.0,0.0,0.0
A12,23,5,0.9,0.05,0.05
A12,23,6,0.85,0.15,0.0
A13,0,0,0.8181818181818182,0.18181818181818182,0.0
A13,0,1,0.9090909090909091,0.045454545454545456,0.045454545454545456
A13,0,2,0.9,0.1,0.0
A13,0,3,0.9,0.1,0.0
A13,0,4,0.9,0.1,0.0
A13,0,5,0.8,0.15,0.05
A13,0,6,0.8,0.2,0.0
A13,1,0,0.9090909090909091,0.09090909090909091,0.0
A13,1,1,0.7727272727272727,0.22727272727272727,0.0
A13,1,2,0.9,0.0,0.1
A13,1,3,0.95,0.05,0.0
A13,1,4,0.85,0.0,0.15
A13,1,5,0.75,0.2,0.05
A13,1,6,0.8,0.2,0.0
A13,2,0,0.9090909090909091,0.09090909090909091,0.0
A13,2,1,0.7272727272727273,0.18181818181818182,0.09090909090909091
A13,2,2,0.95,0.05,0.0
A13,2,3,0.95,0.05,0.0
A13,2,4,0.8,0.15,0.05
A13,2,5,0.75,0.2,0.05
A13,2,6,0.7,0.15,0.15
A13,3,0,0.7727272727272727,0.22727272727272727,0.0
A13,3,1,0.7272727272727273,0.13636363636363635,0.13636363636363635
A13,3,2,0.75,0.2,0.05
A13,3,3,0.9,0.1,0.0
A13,3,4,0.9,0.05,0.05
A13,3,5,0.85,0.15,0.0
A13,3,6,0.85,0.15,0.0
A13,4,0,0.6818181818181818,0.18181818181818182,0.13636363636363635
A13,4,1,0.8636363636363636,0.13636363636363635,0.0
A13,4,2,0.85,0.15,0.0
A13,4,3,0.85,0.05,0.1
A13,4,4,0.8,0.15,0.05
A13,4,5,0.95,0.05,0.0
A13,4,6,0.8,0.2,0.0
A13,5,0,0.8181818181818182,0.18181818181818182,0.0
A13,5,1,0.8636363636363636,0.09090909090909091,0.045454545454545456
A13,5,2,0.65,0.35,0.0
A13,5,3,0.75,0.1,0.15
A13,5,4,0.75,0.25,0.0
A13,5,5,0.8,0.15,0.05
A13,5,6,0.75,0.2,0.05
A13,6,0,0.7727272727272727,0.18181818181818182,0.045454545454545456
A13,6,1,0.6363636363636364,0.2727272727272727,0.09090909090909091
A13,6,2,0.55,0.15,0.3
A13,6,3,0.6,0.3,0.1
A13,6,4,0.7,0.25,0.05
A13,6,5,0.8,0.1,0.1
A13,6,6,0.9,0.05,0.05
A13,7,0,0.45454545454545453,0.3181818181818182,0.22727272727272727
A13,7,1,0.36363636363636365,0.5454545454545454,0.09090909090909091
A13,7,2,0.6,0.2,0.2
A13,7,3,0.5,0.45,0.05
A13,7,4,0.35,0.35,0.3
A13,7,5,0.85,0.0,0.15
A13,7,6,0.85,0.15,0.0
A13,8,0,0.5,0.2727272727272727,0.22727272727272727
A13,8,1,0.6363636363636364,0.18181818181818182,0.18181818181818182
A13,8,2,0.4,0.4,0.2
A13,8,3,0.2,0.4,0.4
A13,8,4,0.4,0.35,0.25
A13,8,5,0.7,0.25,0.05
A13,8,6,0.7,0.2,0.1
A13,9,0,0.6818181818181818,0.22727272727272727,0.09090909090909091
A13,9,1,0.5454545454545454,0.18181818181818182,0.2727272727272727
A13,9,2,0.4,0.45,0.15
A13,9,3,0.6,0.3,0.1
A13,9,4,0.45,0.35,0.2
A13,9,5,0.85,0.05,0.1
A13,9,6,0.95,0.05,0.0
A13,10,0,0.7727272727272727,0.18181818181818182,0.045454545454545456
A13,10,1,0.5454545454545454,0.3181818181818182,0.13636363636363635
A13,10,2,0.75,0.25,0.0
A13,10,3,0.7,0.15,0.15
A13,10,4,0.65,0.3,0.05
A13,10,5,0.85,0.1,0.05
A13,10,6,0.85,0.1,0.05
A13,11,0,0.5909090909090909,0.13636363636363635,0.2727272727272727
A13,11,1,0.7272727272727273,0.09090909090909091,0.18181818181818182
A13,11,2,0.7,0.15,0.15
A13,11,3,0.8,0.15,0.05
A13,11,4,0.65,0.25,0.1
A13,11,5,0.75,0.15,0.1
A13,11,6,0.8,0.2,0.0
A13,12,0,0.6818181818181818,0.22727272727272727,0.09090909090909091
A13,12,1,0.7272727272727273,0.22727272727272727,0.045454545454545456
A13,12,2,0.85,0.15,0.0
A13,12,3,0.6,0.35,0.05
A13,12,4,0.75,0.25,0.0
A13,12,5,0.65,0.35,0.0
A13,12,6,0.7,0.25,0.05
A13,13,0,0.6818181818181818,0.22727272727272727,0.09090909090909091
A13,13,1,0.9090909090909091,0.09090909090909091,0.0
A13,13,2,0.85,0.05,0.1
A13,13,3,0.7,0.3,0.0
A13,13,4,0.5,0.3,0.2
A13,13,5,0.6,0.35,0.05
A13,13,6,0.65,0.3,0.05
A13,14,0,0.7272727272727273,0.13636363636363635,0.13636363636363635
A13,14,1,0.7272727272727273,0.045454545454545456,0.22727272727272727
A13,14,2,0.8,0.15,0.05
A13,14,3,0.65,0.2,0.15
A13,14,4,0.65,0.25,0.1
A13,14,5,0.45,0.35,0.2
A13,14,6,0.55,0.2,0.25
A13,15,0,0.6818181818181818,0.22727272727272727,0.09090909090909091
A13,15,1,0.8181818181818182,0.13636363636363635,0.045454545454545456
A13,15,2,0.8,0.2,0.0
A13,15,3,0.7,0.2,0.1
A13,15,4,0.6,0.3,0.1
A13,15,5,0.6,0.2,0.2
A13,15,6,0.6,0.35,0.05
A13,16,0,0.3181818181818182,0.45454545454545453,0.22727272727272727
A13,16,1,0.5,0.18181818181818182,0.3181818181818182
A13,16,2,0.55,0.25,0.2
A13,16,3,0.5,0.4,0.1
A13,16,4,0.55,0.25,0.2
A13,16,5,0.6,0.35,0.05
